Epoch,Train Acc,Test Acc
1.0,0.67052,0.5226566782386259
11.0,0.80874,0.7465740909921432
21.0,0.86234,0.864151288141787
31.0,0.88554,0.8740179060844144
41.0,0.90058,0.8792252877763567
51.0,0.91106,0.9068152749862963
61.0,0.91686,0.8953955782934405
71.0,0.9219,0.9184176868262379
81.0,0.9224,0.8995980266764114
91.0,0.92596,0.9313904622693221
101.0,0.9279,0.91238808697241
