Epoch,Train Acc,Test Acc
1.0,0.37566,0.12945368171021376
11.0,0.7886,0.5902612826603325
21.0,0.88872,0.845697058286132
31.0,0.92338,0.878403069614471
41.0,0.9488,0.8954869358669834
51.0,0.96278,0.9090992143248675
61.0,0.97128,0.9223460624885803
71.0,0.97838,0.9279188744746939
81.0,0.98362,0.9297460259455509
91.0,0.98694,0.9334003288872648
101.0,0.99058,0.938607710579207
