Epoch,Train Acc,Test Acc
1.0,0.52372,0.11136488214873012
11.0,0.77716,0.634661063402156
21.0,0.80978,0.7468481637127717
31.0,0.8293,0.7979170473232231
41.0,0.84972,0.8297094829161338
51.0,0.86648,0.8280650465923625
61.0,0.88186,0.8355563676228759
71.0,0.89234,0.8495340763749315
81.0,0.89846,0.8625982093915585
91.0,0.90316,0.878403069614471
101.0,0.90894,0.8751141969669286
